reading_id,sensor_id,value,unit,recorded_at,is_anomaly
b7c47604-9bc0-4d61-9d35-5005cf9b9886,ca86ac64-3c0d-4e6e-a7dd-799231be40f3,22.47,°C,2017-09-06 17:49:45.026065,False
4b90dd43-f59c-452e-9803-0235f8a97ed1,8e0938dd-6352-4dde-aa96-382e7e8ce7c2,19.51,°C,2025-02-13 14:41:08.879782,False
4aec40f7-3f74-4310-b57c-635a371a9369,fa8fa32d-33aa-4bdb-96a9-b192c0e86ac2,91.15,AQI,1987-05-13 19:55:12.417534,False
e4f64e73-29c8-41c4-87f1-3b817e0072f7,c06aa520-de51-4335-8713-80ad42a4e132,58.47,%,1997-09-19 00:23:10.635257,True
eba008b6-59a8-431e-98b5-1ff1e6229da1,4d16556e-57f4-4362-949b-7992d3d3554d,19.88,°C,2019-07-08 02:41:05.396044,False
8ed0fd77-00d1-4818-b9e6-659c9b9e4b70,e790d2ce-ba19-4b85-811d-b3d18a5c007f,53.94,%,2011-06-13 03:01:05.684215,False
3086f903-67de-4b02-8f3c-97183fbf12ac,534bda6e-53aa-41b3-9e2d-efd72d7649b1,59.49,%,2025-03-16 23:13:33.758075,False
17fa2b0f-ad70-41a3-a4ab-0a6027793abd,7d46674f-ec0e-4241-ac2c-ecfb47d23c75,17.77,°C,2010-06-25 19:24:57.554703,False
aec6f62d-46e2-424f-875f-0cbcfe92e09a,26cfe4d0-d3f6-4bb1-b217-1fb21878e96e,46.47,%,2007-11-01 08:48:27.880663,False
61543f63-cfdb-4274-ade0-b739af899b5d,3be38e65-b031-4e4f-bf93-4745fb384f8a,20.06,°C,2010-11-21 22:56:26.259087,False
8daf751a-ea08-4672-b29c-4ac5c0917545,d6228cc3-a849-4e8c-9a46-0f0c0f21de6f,60.35,%,2025-07-25 15:09:05.198659,True
547b620c-4d6c-40cf-a5ee-9212119933b6,97dd820c-6552-43f2-95bc-307043353ea0,47.62,%,2025-05-27 20:18:27.878116,False
6e31f11f-8d22-4953-bac3-2af6115b0be6,6152f1a7-6164-4970-bf5d-d08044ca9565,55.69,%,2025-10-06 16:23:28.991336,False
3fd428bd-9725-44a4-983c-c5ac1b585dbf,c04e3f34-90ab-424e-877e-b2c85cf56f0d,22.9,°C,2007-04-10 20:10:01.638718,False
70344c5e-b125-4aa2-815e-bafee3bce310,f9e081ae-2b62-49bc-ac9c-225cb5566fc3,111.24,AQI,2025-01-29 21:45:29.830140,False
55af1c0a-8afe-416a-94da-56ebd658d22c,c81622ca-8f00-464d-a9a6-680c2e914059,48.29,%,2025-08-18 10:06:21.242614,False
e27faf70-4a35-45fd-9525-64e058f88938,eb441387-45f5-4d5e-a345-742a93b26749,87.89,AQI,2017-05-08 18:32:22.254458,False
9adfcb51-46e3-4b7e-a210-7b22354dec5a,66c50ae7-53c7-4462-b142-a51d798e65ca,30.87,%,2010-05-21 10:40:32.567977,False
61741e31-80c8-4fea-ad77-de4c5ccdbbea,cb03e789-48e6-4de1-a0b1-224a785ea222,12.92,°C,2025-03-31 13:00:30.434446,False
379ec697-8f00-4150-99da-b3281946b10f,18007fd2-9e7a-4c42-a042-a777f9a872d8,66.44,%,2022-07-27 01:50:41.984058,False
05defd54-6b20-49b7-9446-2583c7267c2e,ca17bca4-2103-43c2-9013-86ba2c103e17,15.0,°C,2023-05-06 06:34:41.810127,False
e8fac7de-757d-4a17-b85d-e2cbbb0d79f5,c3d6cc2a-646d-4444-a245-87bb9edecd62,21.57,°C,2017-10-21 17:52:31.531182,False
c7e41c25-19d9-46da-9112-a7a49a11face,890d3ff5-d028-43de-a68b-8daa4c10326c,12.67,°C,1994-02-03 20:01:00.466379,False
fbf9362c-7913-42aa-8fee-81bcd6bbb72a,6519dae4-645b-4ce0-9fbb-7b1af821b127,81.37,AQI,1994-04-02 09:52:15.567912,False
ac5e1941-a24c-4d4e-8773-261b1faead9f,38e43374-6366-41c2-b3b9-6fb2c7da7230,57.17,%,2023-02-18 21:54:55.000737,False
392683e1-0e9d-4567-8dd0-cafa0a212844,09817816-f554-489a-8adc-872527c00c33,47.46,%,2018-12-28 17:43:01.342492,False
1410fc18-9989-4a75-b2b1-a381e3989159,805c1e02-0e7b-40c4-ad6a-d33e6b2f5897,19.64,°C,2013-01-11 21:32:29.083389,False
748ac1c0-9c70-41e5-b4df-10817fcc0c32,bfea8615-e741-47e4-9728-a87e28705722,50.18,%,2019-09-22 04:43:32.835264,False
25234ee8-33ac-4535-af42-bbdd2341d9de,d381fd4d-cfe9-4b41-ab18-fa7952360f56,54.89,%,2019-11-20 08:56:35.135389,False
23926ed1-999d-495f-883f-2b18480f94cc,ff5e11ae-ba33-40fb-9348-eefcb7bf63b1,109.49,AQI,2020-11-17 19:39:05.466681,False
91672668-1627-45c1-85e7-a6bae3a1f337,e56f6a52-84cd-4c8e-934e-efcc29b132a8,20.69,°C,1996-01-11 03:59:07.180125,False
d62b481a-01f7-4ab1-97f9-e063a2f16b48,e4b1fbda-3d16-41a2-9d7b-1cfe02aa5b96,121.67,AQI,2022-12-21 10:42:30.538832,False
647739f3-e4e9-4987-9258-cabdd703aad9,369fe5f4-266f-4ba8-8938-f57939cff35a,13.76,°C,2018-08-03 05:15:36.934996,False
1da0042b-0b3a-4889-825c-2db6db3847d0,36c365f4-e29f-47d1-a0e4-758bb7abfc48,19.36,°C,2017-07-30 10:19:36.381234,False
2ab261b7-a7b2-4a33-b87b-33bfff0ede39,1cb0104a-ebfe-4ccd-9fbb-6e08dc6be785,120.93,AQI,2025-01-28 01:22:28.902058,False
e69867b7-4e70-4c62-8809-1016e27ade32,310f040f-8f07-44fc-9e64-278ebce93a3e,24.19,°C,2025-09-11 00:00:36.642930,False
c6747c2b-181b-4e0d-844a-cc98f545a983,c7a51234-93ca-4da1-ab91-22b8fe4ae689,107.8,AQI,2010-07-06 04:35:38.112809,False
9f36eb43-1b01-48ae-ab85-e8e68036d178,0f2dd320-f4e4-48d5-aaa2-336692fc47e8,103.13,AQI,2007-11-24 22:17:03.686489,False
9cc5fc6a-fd88-4e15-8073-d249bd29a83c,e42e9e77-40a0-444a-93d6-fac4786ffd27,129.79,AQI,2006-12-29 01:20:01.105096,True
cc557d44-3fc3-4c1b-8899-c0829cca9ab2,3730ae5f-1e3f-4a99-9af6-22b7bd32c8ea,55.24,%,2018-08-23 10:09:36.246260,False
039439cc-3422-4059-8e3f-a9f88b98286e,dc43e9b9-bfb4-42be-a814-1af5127e3575,84.19,AQI,2001-11-18 18:35:00.627579,False
57c90e6d-33a9-40ac-99a8-4592b7ab1c8e,563ae42f-1c4e-4e8f-9cff-2bea08573f88,118.84,AQI,1991-09-04 21:49:34.770021,False
6acb2e23-a25a-4886-9001-f2a40f19faab,9675b7d8-a279-4066-bc06-7e91ec08a100,114.17,AQI,1993-06-26 11:58:46.358312,False
2b1e78ac-8aa9-45cf-830f-a6f90cff527d,bf708401-8982-4013-b76f-ebb2eb9a5c37,127.81,AQI,2016-06-16 11:44:54.330239,False
bf92d5a7-f45c-4afe-973b-b62a57058e3f,84bf581e-80d6-4777-b487-7594c0f5e52a,75.97,AQI,1990-04-13 06:02:30.162873,False
ddd22975-2de8-4ab8-aa24-540a77ff5604,8e6ffc6f-0de5-47eb-954a-736eb291fcc1,95.15,AQI,2017-01-24 00:01:47.158128,False
365c6756-5332-42eb-9aef-272b7b12364b,1821a02b-8128-457b-974c-14ff620ca9ca,49.94,%,1980-10-16 11:27:16.328037,True
e54b6b6b-f44f-4e06-96ca-16f9d1d07183,3800ce3e-d3cf-4985-8df0-ea6e692272f9,104.91,AQI,2013-07-31 23:19:57.896335,False
a0e2cd3e-f60d-4ed6-b47e-9e9d32e529a0,ed8c4a54-444e-4cac-a8ae-6758686c29ed,22.87,°C,2018-07-16 13:41:49.420440,False
a8a704c7-e307-4e52-a255-ae420c7268b2,9171d7fe-1503-42ad-8857-c5f410e09a85,67.3,AQI,2025-11-02 01:52:38.509369,False
9fdd6251-6a58-4a55-9c7b-93532ee4d916,ca86ac64-3c0d-4e6e-a7dd-799231be40f3,28.42,°C,2025-03-08 10:06:14.560702,False
86e3b9f6-f35c-487b-aaf2-73f5b2d9abcc,8e0938dd-6352-4dde-aa96-382e7e8ce7c2,15.51,°C,2022-09-07 21:55:38.062793,False
1caf976b-3574-46b3-b8d4-523eb0d26c65,fa8fa32d-33aa-4bdb-96a9-b192c0e86ac2,95.6,AQI,1983-08-12 06:29:03.189600,False
4f0f6a89-41f9-4bc2-bf70-144168472b21,c06aa520-de51-4335-8713-80ad42a4e132,52.9,%,2015-07-17 19:26:10.047055,False
5530a76a-e8bc-4d78-9ce8-fdded1ae88a1,4d16556e-57f4-4362-949b-7992d3d3554d,21.71,°C,2006-07-09 22:48:44.940634,False
f854bcf9-5a3f-46ef-a318-4c44d646a9e2,e790d2ce-ba19-4b85-811d-b3d18a5c007f,50.41,%,2017-08-21 12:11:26.461360,False
3590c51f-c4ef-44d0-8332-fefe052b4e85,534bda6e-53aa-41b3-9e2d-efd72d7649b1,63.7,%,2024-07-04 14:18:10.602488,False
6c57cc66-8dca-4d0f-b352-f06fbe37dd52,7d46674f-ec0e-4241-ac2c-ecfb47d23c75,18.47,°C,2020-03-20 00:02:00.173211,True
08959475-ba05-453f-82a7-d0e6f4bb2ded,26cfe4d0-d3f6-4bb1-b217-1fb21878e96e,39.1,%,2001-09-09 21:29:02.044358,False
47b0ad50-fac2-4c73-a76b-f1ef6c5d0070,3be38e65-b031-4e4f-bf93-4745fb384f8a,21.89,°C,1999-06-30 10:57:47.812934,False
389597a2-07cf-4836-a6ea-49a05e442437,d6228cc3-a849-4e8c-9a46-0f0c0f21de6f,42.55,%,2023-05-03 23:18:05.768993,False
9f80adad-a6ac-4f13-a56f-16448ac36b06,97dd820c-6552-43f2-95bc-307043353ea0,39.02,%,2024-09-28 11:10:12.396482,False
11f3ab4b-24bd-4400-ab3c-1fc6b1f50d11,6152f1a7-6164-4970-bf5d-d08044ca9565,35.68,%,2025-11-21 15:11:07.125384,False
01ab9f0c-7a68-4d52-810f-b219a763728f,c04e3f34-90ab-424e-877e-b2c85cf56f0d,17.01,°C,2005-02-20 19:07:42.169985,True
0a6c7f77-8476-4058-8e3e-319aa7df4967,f9e081ae-2b62-49bc-ac9c-225cb5566fc3,88.2,AQI,2023-01-15 07:40:11.294605,False
d4299922-bc28-42f3-9337-7e6fd57fcd4a,c81622ca-8f00-464d-a9a6-680c2e914059,63.62,%,2025-12-27 10:29:21.045745,True
bd70e455-d084-4393-afb9-0aecc0e9e125,eb441387-45f5-4d5e-a345-742a93b26749,99.05,AQI,2017-05-27 21:10:27.573920,False
4574ad8d-c469-4157-9d37-00e6b65efc4a,66c50ae7-53c7-4462-b142-a51d798e65ca,63.69,%,2013-07-29 13:42:27.032351,False
33983f8d-d840-43be-b1f1-8ee145571e8a,cb03e789-48e6-4de1-a0b1-224a785ea222,25.01,°C,2008-08-17 22:09:19.740888,False
c11f3c72-5d8a-4e2a-9dab-d324dbcfd5a3,18007fd2-9e7a-4c42-a042-a777f9a872d8,29.28,%,2004-10-12 09:50:34.873704,False
d89cfc32-3c5b-48f8-852e-3d94321697cd,ca17bca4-2103-43c2-9013-86ba2c103e17,15.36,°C,2014-07-19 04:38:18.695512,False
c3dbe4f4-1fde-40f6-87dd-fcb7ce484cf2,c3d6cc2a-646d-4444-a245-87bb9edecd62,14.47,°C,2021-04-18 20:04:26.206058,False
419c59b1-ba08-4ad1-8e6a-eac0c6e0fd74,890d3ff5-d028-43de-a68b-8daa4c10326c,21.91,°C,2004-06-19 23:33:15.160310,False
f0e604c0-d9b4-449a-8b9a-a5277505e08a,6519dae4-645b-4ce0-9fbb-7b1af821b127,81.92,AQI,1976-02-09 00:26:40.510405,False
f35089f5-2bf3-42ae-aaab-66464b54675b,38e43374-6366-41c2-b3b9-6fb2c7da7230,55.45,%,2015-06-27 17:06:08.594036,True
e5dcfa5f-3c70-45d3-9563-45f743c33b97,09817816-f554-489a-8adc-872527c00c33,48.43,%,2002-09-29 02:08:48.222699,False
c53b8936-7e8d-47fe-915f-57d3154829c9,805c1e02-0e7b-40c4-ad6a-d33e6b2f5897,19.63,°C,2014-11-13 20:45:11.594088,False
4d98e771-f6b8-4746-b30f-c876367499dd,bfea8615-e741-47e4-9728-a87e28705722,57.25,%,2009-12-04 05:20:26.817806,False
475f34ce-02fc-4758-bdfd-b5b1dac947df,d381fd4d-cfe9-4b41-ab18-fa7952360f56,47.86,%,2015-03-19 07:15:28.363040,False
edb31c0a-b347-4809-99b7-14e346302527,ff5e11ae-ba33-40fb-9348-eefcb7bf63b1,47.93,AQI,2007-03-03 18:31:37.795594,False
6b8b2c24-f207-4995-af2a-675441e3b401,e56f6a52-84cd-4c8e-934e-efcc29b132a8,34.04,°C,2003-03-10 07:43:48.757626,True
744a7811-2d5a-4f27-9e4d-b7b507941b57,e4b1fbda-3d16-41a2-9d7b-1cfe02aa5b96,65.34,AQI,2020-01-12 16:43:47.925055,False
31eeee46-6bc3-4994-9778-fa0e23569728,369fe5f4-266f-4ba8-8938-f57939cff35a,22.7,°C,2026-05-02 22:20:29.776276,False
3dc63a34-4698-4ba8-a8c1-0cba71272309,36c365f4-e29f-47d1-a0e4-758bb7abfc48,24.57,°C,2003-03-04 19:35:08.768277,False
4b4750bb-89f7-4448-a03e-9a1ef1e8908c,1cb0104a-ebfe-4ccd-9fbb-6e08dc6be785,76.43,AQI,2024-07-15 14:05:26.092716,False
d38d230c-ce22-4bfb-9c38-065d26a98c96,310f040f-8f07-44fc-9e64-278ebce93a3e,21.23,°C,2021-06-24 01:09:34.947927,False
1b7e1d7a-25b6-4386-b78e-2f0a4cae28f9,c7a51234-93ca-4da1-ab91-22b8fe4ae689,105.7,AQI,1999-02-08 09:16:18.644552,False
d44d53df-95bc-46f2-aeb1-281e047349fb,0f2dd320-f4e4-48d5-aaa2-336692fc47e8,103.57,AQI,2014-12-04 13:22:44.767601,False
5fd5578e-c578-4a72-996f-be1b66877f30,e42e9e77-40a0-444a-93d6-fac4786ffd27,109.23,AQI,2000-01-21 20:25:44.144761,False
e95db95a-71c3-4a8b-927a-cb7fd9f5ca6e,3730ae5f-1e3f-4a99-9af6-22b7bd32c8ea,36.72,%,2024-02-27 11:37:02.490832,False
e63c1cd3-18f1-45ad-99e2-d4d732ea7aaf,dc43e9b9-bfb4-42be-a814-1af5127e3575,102.82,AQI,2018-01-21 09:57:55.728582,False
31303ef6-608b-4f41-a6f3-a38f9d4678e6,563ae42f-1c4e-4e8f-9cff-2bea08573f88,130.24,AQI,2005-04-29 00:32:34.083468,False
6afd20c4-61b6-449a-9781-a76129a1271e,9675b7d8-a279-4066-bc06-7e91ec08a100,126.1,AQI,2007-11-05 18:32:31.667666,False
8cc1b77a-911f-4613-a5e6-d941773141a1,bf708401-8982-4013-b76f-ebb2eb9a5c37,76.97,AQI,2024-09-13 19:02:01.784038,False
cab50dcc-3551-4c14-8ec7-9b14cdb82ac2,84bf581e-80d6-4777-b487-7594c0f5e52a,150.67,AQI,2011-05-27 23:36:21.234258,False
7f9b30d8-1414-41ce-bed6-cda3d6d5456a,8e6ffc6f-0de5-47eb-954a-736eb291fcc1,92.3,AQI,2010-09-09 04:26:43.404510,False
52378d03-49c1-4389-ab51-826b061e9ddc,1821a02b-8128-457b-974c-14ff620ca9ca,72.36,%,2000-12-15 06:33:58.664816,False
1c94a1e4-d351-461a-a663-e0f2863223b1,3800ce3e-d3cf-4985-8df0-ea6e692272f9,89.88,AQI,2025-12-16 08:33:29.985742,False
13e27880-e655-49cc-ac9b-d294f4b8948c,ed8c4a54-444e-4cac-a8ae-6758686c29ed,23.35,°C,2009-01-03 07:02:29.577374,False
05898858-53d7-42bf-b208-84bf735d3239,9171d7fe-1503-42ad-8857-c5f410e09a85,89.49,AQI,2023-02-01 22:49:35.721384,False
5a39cfe6-5b6b-49d0-a59d-67bf0de667de,ca86ac64-3c0d-4e6e-a7dd-799231be40f3,11.9,°C,2017-03-01 22:41:44.942488,False
4500cc07-e3d2-40f4-966a-4303437dc632,8e0938dd-6352-4dde-aa96-382e7e8ce7c2,18.88,°C,2025-12-07 09:02:53.560039,False
52121b0b-1eee-408b-8654-c3fd20c172fe,fa8fa32d-33aa-4bdb-96a9-b192c0e86ac2,97.18,AQI,1979-10-09 04:33:09.441461,True
9c01d39b-0a8d-4407-8fd9-2a3bc5501fad,c06aa520-de51-4335-8713-80ad42a4e132,50.58,%,1999-06-15 06:54:24.161480,True
f7b73fa7-179c-4f88-ab26-044ea802fcd9,4d16556e-57f4-4362-949b-7992d3d3554d,16.17,°C,2017-06-10 17:30:21.326619,False
939f8d2f-3ff3-4fb9-9dd0-edcf046940e2,e790d2ce-ba19-4b85-811d-b3d18a5c007f,54.29,%,2024-02-01 23:12:46.928978,False
3a510a89-2bfe-4154-8ff2-85cb13d88189,534bda6e-53aa-41b3-9e2d-efd72d7649b1,42.22,%,2025-04-17 08:31:46.893787,False
73a95d6b-69ae-4d83-bd58-f851b1baa0c7,7d46674f-ec0e-4241-ac2c-ecfb47d23c75,18.36,°C,2015-09-06 08:56:51.145235,False
20225e2d-10d1-4519-a279-1624fecc494d,26cfe4d0-d3f6-4bb1-b217-1fb21878e96e,60.95,%,2003-03-14 12:29:25.949880,False
c9b62537-1c47-4f3f-8732-dd6e1c7432d8,3be38e65-b031-4e4f-bf93-4745fb384f8a,17.6,°C,2006-01-15 08:11:17.646347,False
5414d6c3-475b-4525-9a88-206cbe56b751,d6228cc3-a849-4e8c-9a46-0f0c0f21de6f,41.51,%,2025-11-09 16:13:44.945385,False
485a9f35-dff8-4580-9765-ef88cec3a331,97dd820c-6552-43f2-95bc-307043353ea0,43.84,%,2025-07-02 14:29:12.799892,False
c88ecd8b-2680-4fde-a518-237f89ffa237,6152f1a7-6164-4970-bf5d-d08044ca9565,31.34,%,2025-10-22 20:02:45.622205,False
d97a886e-6cb6-4056-9efc-098d1e41e60c,c04e3f34-90ab-424e-877e-b2c85cf56f0d,27.51,°C,2016-09-16 01:29:59.863937,True
3815865f-d13e-475d-bc2d-f08c891e98b2,f9e081ae-2b62-49bc-ac9c-225cb5566fc3,97.13,AQI,2017-04-28 17:25:46.691520,False
0b9c7180-1a3e-43ae-aed3-e464f01234e6,c81622ca-8f00-464d-a9a6-680c2e914059,63.26,%,2024-08-30 17:20:35.227283,False
86c42b30-ecd5-4138-99fe-0619da524898,eb441387-45f5-4d5e-a345-742a93b26749,105.24,AQI,2020-05-29 08:12:55.204969,True
60ce4388-f2ea-4d9d-9d19-cd5a99150d02,66c50ae7-53c7-4462-b142-a51d798e65ca,39.84,%,2017-03-15 23:55:03.501417,False
78a31184-ac94-470b-bb21-2922931fce95,cb03e789-48e6-4de1-a0b1-224a785ea222,18.05,°C,2005-05-07 12:13:02.278802,False
821bc6f2-e12d-4684-9983-d52ed3e6d7c3,18007fd2-9e7a-4c42-a042-a777f9a872d8,45.13,%,2005-11-21 18:33:34.285958,False
8e081fa2-5ab7-4702-a1fc-1b46a059df69,ca17bca4-2103-43c2-9013-86ba2c103e17,17.57,°C,2013-03-05 12:02:38.053989,False
f9c93598-f576-4f62-9334-e6ecf60b2055,c3d6cc2a-646d-4444-a245-87bb9edecd62,24.22,°C,2022-08-15 20:14:27.575626,False
d12530ed-f331-4237-97b5-2a9a85d1be99,890d3ff5-d028-43de-a68b-8daa4c10326c,17.57,°C,1991-05-08 00:49:09.648837,True
2469423c-0a37-4804-9731-2d0aaf57f3c4,6519dae4-645b-4ce0-9fbb-7b1af821b127,82.34,AQI,2020-01-23 04:40:34.306059,False
b27ece67-522f-4d8c-9b5d-0122b8cd3606,38e43374-6366-41c2-b3b9-6fb2c7da7230,47.58,%,2018-03-01 17:36:52.544456,False
5b79d68e-b461-4129-b3e4-73e829fb2944,09817816-f554-489a-8adc-872527c00c33,42.21,%,2005-08-06 09:09:41.029536,False
209e3621-f2ae-4ec4-81ef-006d514ac698,805c1e02-0e7b-40c4-ad6a-d33e6b2f5897,19.36,°C,2012-10-08 10:52:41.639529,False
e8753ee2-ee90-4a8f-a1b5-a433cd689a4a,bfea8615-e741-47e4-9728-a87e28705722,63.7,%,2012-02-18 00:08:02.156842,False
bc906901-f1b0-4491-815e-1902f8b117ff,d381fd4d-cfe9-4b41-ab18-fa7952360f56,51.4,%,2011-06-25 01:44:46.847487,False
8be2af7b-0b19-4ef6-8f9d-91854f2cd26e,ff5e11ae-ba33-40fb-9348-eefcb7bf63b1,101.21,AQI,2009-10-22 00:39:05.787233,False
424be84d-785c-42f1-a0c7-a9cac8b46d06,e56f6a52-84cd-4c8e-934e-efcc29b132a8,24.65,°C,2016-06-02 06:44:04.066984,False
c6b0e565-4150-4d90-97b0-5ddb465817c8,e4b1fbda-3d16-41a2-9d7b-1cfe02aa5b96,97.79,AQI,2022-05-25 21:33:52.526524,False
d2268a14-384e-40df-b29c-aa07f33d7aed,369fe5f4-266f-4ba8-8938-f57939cff35a,19.87,°C,2025-12-31 12:24:41.297572,False
22626038-0055-4000-bcd7-6b226efb15e9,36c365f4-e29f-47d1-a0e4-758bb7abfc48,19.96,°C,2005-05-30 05:41:29.054915,False
5a9a634f-97e7-43cd-9847-4b52a2b4e0c7,1cb0104a-ebfe-4ccd-9fbb-6e08dc6be785,74.99,AQI,2017-12-27 20:35:22.720653,True
cc1141a5-2d57-457e-af2b-7292f1f020a3,310f040f-8f07-44fc-9e64-278ebce93a3e,24.53,°C,2022-08-25 15:33:06.532915,False
c3f304ed-8308-4537-a526-b33812e2aa96,c7a51234-93ca-4da1-ab91-22b8fe4ae689,119.97,AQI,1998-11-16 20:03:43.356650,False
464c5cf9-d36f-4e8d-b108-0e2d7630d6fd,0f2dd320-f4e4-48d5-aaa2-336692fc47e8,98.11,AQI,2010-06-05 15:21:47.096493,False
c961dc47-0d21-4d04-9d4d-3e0ae29a7177,e42e9e77-40a0-444a-93d6-fac4786ffd27,81.3,AQI,2015-07-05 17:00:00.418811,False
e0f7a910-1a2b-441e-b67b-a3bfde11dec5,3730ae5f-1e3f-4a99-9af6-22b7bd32c8ea,45.18,%,1988-02-10 00:37:12.903183,False
ceac7695-4a4f-4553-90af-5d13a700f856,dc43e9b9-bfb4-42be-a814-1af5127e3575,108.34,AQI,2012-06-18 00:43:37.040560,False
044bbc8e-337b-4da4-89a0-50847207d82e,563ae42f-1c4e-4e8f-9cff-2bea08573f88,136.7,AQI,2026-04-12 19:39:28.663854,False
e0ed51d7-6ba0-4ce3-98c3-49d438802aee,9675b7d8-a279-4066-bc06-7e91ec08a100,78.97,AQI,2012-12-19 01:36:12.184585,False
3ff84ee0-627b-4f89-b277-958c363ce1be,bf708401-8982-4013-b76f-ebb2eb9a5c37,126.16,AQI,2026-07-04 11:16:19.336020,False
4e7db6de-603a-4358-b7ba-e15fa408b5cc,84bf581e-80d6-4777-b487-7594c0f5e52a,97.9,AQI,1982-04-18 23:56:59.851456,False
d9d2c0b3-63df-4d45-9ee3-91dd20d12da2,8e6ffc6f-0de5-47eb-954a-736eb291fcc1,90.67,AQI,2007-08-16 19:15:09.355683,True
5474c0f7-60df-460a-bd21-9d8e4b773d16,1821a02b-8128-457b-974c-14ff620ca9ca,34.66,%,1976-10-20 10:47:09.817786,False
2ca1acd6-e9f7-448d-ae48-aa0bb20d800e,3800ce3e-d3cf-4985-8df0-ea6e692272f9,147.22,AQI,2013-05-03 21:52:46.421055,False
01cd3dd5-ab7e-4b67-a274-f133b992e5fa,ed8c4a54-444e-4cac-a8ae-6758686c29ed,23.73,°C,2023-01-28 13:01:43.846498,True
0e6706d7-45b3-4589-bfb0-6b58859a7ad4,9171d7fe-1503-42ad-8857-c5f410e09a85,110.05,AQI,2026-03-07 01:36:51.432898,False
ce4d0610-dc2b-42b1-851c-4fe8cccb8e71,ca86ac64-3c0d-4e6e-a7dd-799231be40f3,23.36,°C,2018-01-03 12:22:44.905309,False
71165c40-f799-422f-b6fb-b4f6f65cbac0,8e0938dd-6352-4dde-aa96-382e7e8ce7c2,17.76,°C,2010-06-25 10:22:31.315878,False
282fc3ce-2e99-4f4b-b099-4647f7bd1d66,fa8fa32d-33aa-4bdb-96a9-b192c0e86ac2,114.32,AQI,1971-10-20 12:08:56.483143,False
2106c31f-d743-4e85-8f04-b9be86c712d0,c06aa520-de51-4335-8713-80ad42a4e132,55.02,%,2015-06-14 22:00:17.565444,False
d7300330-5250-4d06-b842-64b66e23ef83,4d16556e-57f4-4362-949b-7992d3d3554d,26.37,°C,2010-03-25 18:34:34.941833,False
